State_Name,District_Name,Crop_Year,Season,Crop,Area,Production,yield_tons_per_ha,area_percentile,State_Name_enc,Season_enc,Crop_enc
Gujarat,RAJKOT,1998,Whole Year,Pulses total,24900.0,17600.0,0.7068,0.7669,9,4,88
Gujarat,RAJKOT,1998,Whole Year,Sugarcane,400.0,27000.0,67.5,0.4114,9,4,106
Gujarat,RAJKOT,1999,Kharif,Arhar/Tur,2300.0,1900.0,0.8261,0.597,9,1,3
Gujarat,RAJKOT,1999,Kharif,Bajra,43700.0,11500.0,0.2632,0.852,9,1,6
Gujarat,RAJKOT,1999,Kharif,Castor seed,18300.0,31200.0,1.7049,0.9466,9,1,25
Gujarat,RAJKOT,1999,Kharif,Cotton(lint),149400.0,230300.0,1.5415,0.9131,9,1,33
Gujarat,RAJKOT,1999,Kharif,Groundnut,403200.0,26600.0,0.066,0.9959,9,1,43
Gujarat,RAJKOT,1999,Kharif,Jowar,400.0,500.0,1.25,0.2981,9,1,48
Gujarat,RAJKOT,1999,Kharif,Maize,300.0,300.0,1.0,0.3065,9,1,59
Gujarat,RAJKOT,1999,Kharif,Moong(Green Gram),6400.0,1000.0,0.1562,0.8531,9,1,63
Gujarat,RAJKOT,1999,Kharif,Moth,1000.0,200.0,0.2,0.6559,9,1,64
Gujarat,RAJKOT,1999,Kharif,Other Kharif pulses,100.0,0.0,0.0,0.2329,9,1,74
Gujarat,RAJKOT,1999,Kharif,Sesamum,44100.0,13600.0,0.3084,0.9909,9,1,102
Gujarat,RAJKOT,1999,Kharif,Urad,2800.0,300.0,0.1071,0.7006,9,1,116
Gujarat,RAJKOT,1999,Rabi,Gram,3600.0,2300.0,0.6389,0.5908,9,2,41
Gujarat,RAJKOT,1999,Rabi,Rapeseed &Mustard,1200.0,1200.0,1.0,0.4346,9,2,92
Gujarat,RAJKOT,1999,Rabi,Wheat,9000.0,27600.0,3.0667,0.3337,9,2,119
Gujarat,RAJKOT,1999,Whole Year,Dry chillies,1700.0,1700.0,1.0,0.8246,9,4,37
Gujarat,RAJKOT,1999,Whole Year,Garlic,1200.0,7400.0,6.1667,0.8955,9,4,39
Gujarat,RAJKOT,1999,Whole Year,Onion,1400.0,35300.0,25.2143,0.8865,9,4,67
Gujarat,RAJKOT,1999,Whole Year,Sugarcane,200.0,17000.0,85.0,0.3108,9,4,106
Gujarat,RAJKOT,2000,Kharif,Arhar/Tur,1700.0,600.0,0.3529,0.5532,9,1,3
Gujarat,RAJKOT,2000,Kharif,Bajra,41600.0,23900.0,0.5745,0.8465,9,1,6
Gujarat,RAJKOT,2000,Kharif,Castor seed,17000.0,13000.0,0.7647,0.944,9,1,25
Gujarat,RAJKOT,2000,Kharif,Cotton(lint),180500.0,70000.0,0.3878,0.9423,9,1,33
Gujarat,RAJKOT,2000,Kharif,Groundnut,381100.0,21600.0,0.0567,0.9943,9,1,43
Gujarat,RAJKOT,2000,Kharif,Jowar,5200.0,3200.0,0.6154,0.6165,9,1,48
Gujarat,RAJKOT,2000,Kharif,Maize,300.0,200.0,0.6667,0.3065,9,1,59
Gujarat,RAJKOT,2000,Kharif,Moong(Green Gram),4700.0,2000.0,0.4255,0.8245,9,1,63
Gujarat,RAJKOT,2000,Kharif,Moth,700.0,100.0,0.1429,0.6164,9,1,64
Gujarat,RAJKOT,2000,Kharif,Other Kharif pulses,900.0,200.0,0.2222,0.5944,9,1,74
Gujarat,RAJKOT,2000,Kharif,Sesamum,47600.0,15700.0,0.3298,0.9923,9,1,102
Gujarat,RAJKOT,2000,Kharif,Urad,3000.0,1800.0,0.6,0.7135,9,1,116
Gujarat,RAJKOT,2000,Rabi,Gram,500.0,300.0,0.6,0.38,9,2,41
Gujarat,RAJKOT,2000,Rabi,Rapeseed &Mustard,100.0,100.0,1.0,0.1147,9,2,92
Gujarat,RAJKOT,2000,Rabi,Wheat,2900.0,6600.0,2.2759,0.2706,9,2,119
Gujarat,RAJKOT,2000,Summer,Groundnut,100.0,100.0,1.0,0.2287,9,3,43
Gujarat,RAJKOT,2000,Whole Year,Dry chillies,1200.0,1200.0,1.0,0.7796,9,4,37
Gujarat,RAJKOT,2000,Whole Year,Garlic,300.0,2000.0,6.6667,0.7808,9,4,39
Gujarat,RAJKOT,2000,Whole Year,Onion,200.0,5400.0,27.0,0.5123,9,4,67
Gujarat,RAJKOT,2000,Whole Year,Sugarcane,100.0,10000.0,100.0,0.2183,9,4,106
Gujarat,RAJKOT,2001,Kharif,Arhar/Tur,1300.0,800.0,0.6154,0.5082,9,1,3
Gujarat,RAJKOT,2001,Kharif,Bajra,42500.0,66200.0,1.5576,0.8485,9,1,6
Gujarat,RAJKOT,2001,Kharif,Castor seed,8000.0,14500.0,1.8125,0.9083,9,1,25
Gujarat,RAJKOT,2001,Kharif,Cotton(lint),202300.0,211700.0,1.0465,0.9539,9,1,33
Gujarat,RAJKOT,2001,Kharif,Groundnut,368200.0,465800.0,1.2651,0.9937,9,1,43
Gujarat,RAJKOT,2001,Kharif,Jowar,11100.0,8300.0,0.7477,0.7216,9,1,48
Gujarat,RAJKOT,2001,Kharif,Maize,300.0,700.0,2.3333,0.3065,9,1,59
Gujarat,RAJKOT,2001,Kharif,Moong(Green Gram),7900.0,5200.0,0.6582,0.8695,9,1,63
Gujarat,RAJKOT,2001,Kharif,Moth,1000.0,300.0,0.3,0.6559,9,1,64
Gujarat,RAJKOT,2001,Kharif,Other Kharif pulses,1200.0,500.0,0.4167,0.6506,9,1,74
Gujarat,RAJKOT,2001,Kharif,Sesamum,60700.0,41600.0,0.6853,0.9951,9,1,102
Gujarat,RAJKOT,2001,Kharif,Urad,8000.0,7500.0,0.9375,0.8568,9,1,116
Gujarat,RAJKOT,2001,Rabi,Gram,2700.0,1800.0,0.6667,0.5546,9,2,41
Gujarat,RAJKOT,2001,Rabi,Rapeseed &Mustard,200.0,300.0,1.5,0.1722,9,2,92
Gujarat,RAJKOT,2001,Rabi,Wheat,10100.0,26500.0,2.6238,0.3415,9,2,119
Gujarat,RAJKOT,2001,Summer,Bajra,400.0,700.0,1.75,0.3533,9,3,6
Gujarat,RAJKOT,2001,Summer,Groundnut,100.0,100.0,1.0,0.2287,9,3,43
Gujarat,RAJKOT,2001,Whole Year,Dry chillies,1300.0,1400.0,1.0769,0.7901,9,4,37
Gujarat,RAJKOT,2001,Whole Year,Garlic,1000.0,7400.0,7.4,0.8878,9,4,39
Gujarat,RAJKOT,2001,Whole Year,Onion,1100.0,38200.0,34.7273,0.8598,9,4,67
Gujarat,RAJKOT,2001,Whole Year,Sugarcane,100.0,4000.0,40.0,0.2183,9,4,106
Gujarat,RAJKOT,2002,Kharif,Arhar/Tur,1200.0,700.0,0.5833,0.4938,9,1,3
Gujarat,RAJKOT,2002,Kharif,Bajra,42500.0,27700.0,0.6518,0.8485,9,1,6
Gujarat,RAJKOT,2002,Kharif,Castor seed,7400.0,4700.0,0.6351,0.9043,9,1,25
Gujarat,RAJKOT,2002,Kharif,Cotton(lint),178100.0,73400.0,0.4121,0.9395,9,1,33
Gujarat,RAJKOT,2002,Kharif,Groundnut,430700.0,53900.0,0.1251,0.9974,9,1,43
Gujarat,RAJKOT,2002,Kharif,Jowar,11000.0,3300.0,0.3,0.7198,9,1,48
Gujarat,RAJKOT,2002,Kharif,Maize,1100.0,1800.0,1.6364,0.4762,9,1,59
Gujarat,RAJKOT,2002,Kharif,Moong(Green Gram),6300.0,800.0,0.127,0.8513,9,1,63
Gujarat,RAJKOT,2002,Kharif,Moth,1100.0,700.0,0.6364,0.6705,9,1,64
Gujarat,RAJKOT,2002,Kharif,Other Kharif pulses,300.0,300.0,1.0,0.3841,9,1,74
Gujarat,RAJKOT,2002,Kharif,Sesamum,43800.0,11200.0,0.2557,0.9908,9,1,102
Gujarat,RAJKOT,2002,Kharif,Urad,11100.0,800.0,0.0721,0.8916,9,1,116
Gujarat,RAJKOT,2002,Rabi,Gram,1300.0,700.0,0.5385,0.4775,9,2,41
Gujarat,RAJKOT,2002,Rabi,Rapeseed &Mustard,100.0,100.0,1.0,0.1147,9,2,92
Gujarat,RAJKOT,2002,Rabi,Wheat,12800.0,34400.0,2.6875,0.3629,9,2,119
Gujarat,RAJKOT,2002,Summer,Groundnut,100.0,100.0,1.0,0.2287,9,3,43
Gujarat,RAJKOT,2002,Whole Year,Dry chillies,600.0,900.0,1.5,0.6496,9,4,37
Gujarat,RAJKOT,2002,Whole Year,Garlic,1000.0,8200.0,8.2,0.8878,9,4,39
Gujarat,RAJKOT,2002,Whole Year,Onion,700.0,19500.0,27.8571,0.7904,9,4,67
Gujarat,RAJKOT,2002,Whole Year,Sugarcane,300.0,18000.0,60.0,0.3696,9,4,106
Gujarat,RAJKOT,2003,Kharif,Arhar/Tur,800.0,700.0,0.875,0.4168,9,1,3
Gujarat,RAJKOT,2003,Kharif,Bajra,40100.0,72100.0,1.798,0.8433,9,1,6
Gujarat,RAJKOT,2003,Kharif,Castor seed,6700.0,21700.0,3.2388,0.8997,9,1,25
Gujarat,RAJKOT,2003,Kharif,Cotton(lint),168100.0,1011800.0,6.019,0.9318,9,1,33
Gujarat,RAJKOT,2003,Kharif,Groundnut,369200.0,855900.0,2.3183,0.9941,9,1,43
Gujarat,RAJKOT,2003,Kharif,Jowar,8200.0,5200.0,0.6341,0.6806,9,1,48
Gujarat,RAJKOT,2003,Kharif,Maize,1800.0,3100.0,1.7222,0.5417,9,1,59
Gujarat,RAJKOT,2003,Kharif,Moong(Green Gram),6900.0,5300.0,0.7681,0.8591,9,1,63
Gujarat,RAJKOT,2003,Kharif,Moth,800.0,500.0,0.625,0.6304,9,1,64
Gujarat,RAJKOT,2003,Kharif,Other Kharif pulses,300.0,100.0,0.3333,0.3841,9,1,74
Gujarat,RAJKOT,2003,Kharif,Sesamum,38700.0,20700.0,0.5349,0.9879,9,1,102
Gujarat,RAJKOT,2003,Kharif,Urad,6000.0,6300.0,1.05,0.818,9,1,116
Gujarat,RAJKOT,2003,Rabi,Gram,8000.0,8800.0,1.1,0.6902,9,2,41
Gujarat,RAJKOT,2003,Rabi,Rapeseed &Mustard,800.0,1100.0,1.375,0.3501,9,2,92
Gujarat,RAJKOT,2003,Rabi,Wheat,61900.0,249400.0,4.0291,0.6212,9,2,119
Gujarat,RAJKOT,2003,Summer,Groundnut,1500.0,2400.0,1.6,0.5613,9,3,43
Gujarat,RAJKOT,2003,Whole Year,Dry chillies,300.0,400.0,1.3333,0.503,9,4,37
Gujarat,RAJKOT,2003,Whole Year,Garlic,5900.0,44200.0,7.4915,0.9746,9,4,39
Gujarat,RAJKOT,2003,Whole Year,Onion,3700.0,119300.0,32.2432,0.9517,9,4,67
Gujarat,RAJKOT,2004,Kharif,Arhar/Tur,700.0,600.0,0.8571,0.3953,9,1,3
Gujarat,RAJKOT,2004,Kharif,Bajra,32800.0,39000.0,1.189,0.8225,9,1,6
Gujarat,RAJKOT,2004,Kharif,Castor seed,9800.0,30400.0,3.102,0.9171,9,1,25
Gujarat,RAJKOT,2004,Kharif,Cotton(lint),202800.0,1068300.0,5.2678,0.9544,9,1,33
Gujarat,RAJKOT,2004,Kharif,Groundnut,419800.0,329900.0,0.7859,0.9966,9,1,43
Gujarat,RAJKOT,2004,Kharif,Jowar,7400.0,7100.0,0.9595,0.665,9,1,48
Gujarat,RAJKOT,2004,Kharif,Maize,100.0,100.0,1.0,0.19,9,1,59
Gujarat,RAJKOT,2004,Kharif,Moong(Green Gram),5800.0,3400.0,0.5862,0.8447,9,1,63
Gujarat,RAJKOT,2004,Kharif,Moth,600.0,200.0,0.3333,0.5954,9,1,64
Gujarat,RAJKOT,2004,Kharif,Other Kharif pulses,700.0,200.0,0.2857,0.5465,9,1,74
Gujarat,RAJKOT,2004,Kharif,Sesamum,33500.0,7200.0,0.2149,0.9836,9,1,102
Gujarat,RAJKOT,2004,Kharif,Urad,3900.0,2700.0,0.6923,0.7548,9,1,116
Gujarat,RAJKOT,2004,Rabi,Gram,4800.0,3600.0,0.75,0.6273,9,2,41
Gujarat,RAJKOT,2004,Rabi,Rapeseed &Mustard,1100.0,1500.0,1.3636,0.4206,9,2,92
Gujarat,RAJKOT,2004,Rabi,Wheat,36200.0,128400.0,3.547,0.5036,9,2,119
Gujarat,RAJKOT,2004,Summer,Bajra,100.0,100.0,1.0,0.2392,9,3,6
Gujarat,RAJKOT,2004,Summer,Groundnut,400.0,800.0,2.0,0.4018,9,3,43
Gujarat,RAJKOT,2004,Whole Year,Dry chillies,300.0,400.0,1.3333,0.503,9,4,37
Gujarat,RAJKOT,2004,Whole Year,Garlic,6800.0,50300.0,7.3971,0.98,9,4,39
Gujarat,RAJKOT,2004,Whole Year,Onion,5300.0,157900.0,29.7925,0.9662,9,4,67
Gujarat,RAJKOT,2005,Kharif,Arhar/Tur,500.0,500.0,1.0,0.3434,9,1,3
Gujarat,RAJKOT,2005,Kharif,Bajra,34700.0,59000.0,1.7003,0.8291,9,1,6
Gujarat,RAJKOT,2005,Kharif,Castor seed,6400.0,20900.0,3.2656,0.898,9,1,25
Gujarat,RAJKOT,2005,Kharif,Cotton(lint),221000.0,1334800.0,6.0398,0.963,9,1,33
Gujarat,RAJKOT,2005,Kharif,Groundnut,381200.0,811100.0,2.1278,0.9944,9,1,43
Gujarat,RAJKOT,2005,Kharif,Jowar,1400.0,700.0,0.5,0.4334,9,1,48
Gujarat,RAJKOT,2005,Kharif,Maize,400.0,700.0,1.75,0.3378,9,1,59
Gujarat,RAJKOT,2005,Kharif,Moong(Green Gram),6400.0,3700.0,0.5781,0.8531,9,1,63
Gujarat,RAJKOT,2005,Kharif,Moth,500.0,300.0,0.6,0.5706,9,1,64
Gujarat,RAJKOT,2005,Kharif,Other Kharif pulses,900.0,400.0,0.4444,0.5944,9,1,74
Gujarat,RAJKOT,2005,Kharif,Sesamum,31400.0,13300.0,0.4236,0.9815,9,1,102
Gujarat,RAJKOT,2005,Kharif,Urad,3200.0,2500.0,0.7812,0.7249,9,1,116
Gujarat,RAJKOT,2005,Rabi,Gram,7400.0,8100.0,1.0946,0.6815,9,2,41
Gujarat,RAJKOT,2005,Rabi,Other  Rabi pulses,100.0,100.0,1.0,0.3031,9,2,69
Gujarat,RAJKOT,2005,Rabi,Rapeseed &Mustard,1000.0,1500.0,1.5,0.3972,9,2,92
Gujarat,RAJKOT,2005,Rabi,Wheat,73700.0,268700.0,3.6459,0.6695,9,2,119
Gujarat,RAJKOT,2005,Summer,Bajra,100.0,300.0,3.0,0.2392,9,3,6
Gujarat,RAJKOT,2005,Summer,Groundnut,800.0,1400.0,1.75,0.487,9,3,43
Gujarat,RAJKOT,2005,Whole Year,Dry chillies,400.0,500.0,1.25,0.5623,9,4,37
Gujarat,RAJKOT,2005,Whole Year,Garlic,9400.0,64300.0,6.8404,0.9915,9,4,39
Gujarat,RAJKOT,2005,Whole Year,Onion,8200.0,252700.0,30.8171,0.9808,9,4,67
Gujarat,RAJKOT,2005,Whole Year,Sugarcane,100.0,10000.0,100.0,0.2183,9,4,106
Gujarat,RAJKOT,2006,Kharif,Arhar/Tur,500.0,400.0,0.8,0.3434,9,1,3
Gujarat,RAJKOT,2006,Kharif,Bajra,29900.0,20400.0,0.6823,0.8158,9,1,6
Gujarat,RAJKOT,2006,Kharif,Castor seed,5200.0,16400.0,3.1538,0.8908,9,1,25
Gujarat,RAJKOT,2006,Kharif,Cotton(lint),310000.0,1538800.0,4.9639,0.9833,9,1,33
Gujarat,RAJKOT,2006,Kharif,Groundnut,402200.0,195000.0,0.4848,0.9958,9,1,43
Gujarat,RAJKOT,2006,Kharif,Jowar,700.0,400.0,0.5714,0.3526,9,1,48
Gujarat,RAJKOT,2006,Kharif,Maize,800.0,200.0,0.25,0.425,9,1,59
Gujarat,RAJKOT,2006,Kharif,Moong(Green Gram),3400.0,1300.0,0.3824,0.7903,9,1,63
Gujarat,RAJKOT,2006,Kharif,Moth,500.0,100.0,0.2,0.5706,9,1,64
Gujarat,RAJKOT,2006,Kharif,Other Cereals & Millets,200.0,100.0,0.5,0.3051,9,1,70
Gujarat,RAJKOT,2006,Kharif,Other Kharif pulses,1100.0,700.0,0.6364,0.6334,9,1,74
Gujarat,RAJKOT,2006,Kharif,Sesamum,20100.0,3800.0,0.1891,0.9643,9,1,102
Gujarat,RAJKOT,2006,Kharif,Urad,2700.0,1200.0,0.4444,0.6914,9,1,116
Gujarat,RAJKOT,2006,Rabi,Gram,10000.0,12000.0,1.2,0.7161,9,2,41
Gujarat,RAJKOT,2006,Rabi,Rapeseed &Mustard,400.0,500.0,1.25,0.2524,9,2,92
Gujarat,RAJKOT,2006,Rabi,Wheat,84200.0,305600.0,3.6295,0.7135,9,2,119
Gujarat,RAJKOT,2006,Summer,Bajra,600.0,1300.0,2.1667,0.3929,9,3,6
Gujarat,RAJKOT,2006,Summer,Groundnut,2100.0,3600.0,1.7143,0.6081,9,3,43
Gujarat,RAJKOT,2006,Whole Year,Dry chillies,100.0,100.0,1.0,0.2813,9,4,37
Gujarat,RAJKOT,2006,Whole Year,Garlic,8200.0,48900.0,5.9634,0.9876,9,4,39
Gujarat,RAJKOT,2006,Whole Year,Onion,6300.0,186600.0,29.619,0.9733,9,4,67
Gujarat,RAJKOT,2006,Whole Year,Sugarcane,300.0,27000.0,90.0,0.3696,9,4,106
Gujarat,RAJKOT,2007,Kharif,Arhar/Tur,400.0,500.0,1.25,0.309,9,1,3
Gujarat,RAJKOT,2007,Kharif,Bajra,18100.0,27300.0,1.5083,0.7804,9,1,6
Gujarat,RAJKOT,2007,Kharif,Castor seed,5300.0,16100.0,3.0377,0.8914,9,1,25
Gujarat,RAJKOT,2007,Kharif,Cotton(lint),281800.0,1487300.0,5.2779,0.9776,9,1,33
Gujarat,RAJKOT,2007,Kharif,Groundnut,382400.0,800900.0,2.0944,0.9945,9,1,43
Gujarat,RAJKOT,2007,Kharif,Jowar,1800.0,2400.0,1.3333,0.466,9,1,48
Gujarat,RAJKOT,2007,Kharif,Maize,700.0,1000.0,1.4286,0.4083,9,1,59
Gujarat,RAJKOT,2007,Kharif,Moong(Green Gram),3300.0,2000.0,0.6061,0.7874,9,1,63
Gujarat,RAJKOT,2007,Kharif,Moth,400.0,200.0,0.5,0.5375,9,1,64
Gujarat,RAJKOT,2007,Kharif,Other Kharif pulses,500.0,300.0,0.6,0.4863,9,1,74
Gujarat,RAJKOT,2007,Kharif,Sesamum,18100.0,7700.0,0.4254,0.9585,9,1,102
Gujarat,RAJKOT,2007,Kharif,Urad,2500.0,1600.0,0.64,0.6793,9,1,116
Gujarat,RAJKOT,2007,Rabi,Gram,9700.0,10800.0,1.1134,0.7114,9,2,41
Gujarat,RAJKOT,2007,Rabi,Jowar,4500.0,4400.0,0.9778,0.5974,9,2,48
Gujarat,RAJKOT,2007,Rabi,Rapeseed &Mustard,300.0,500.0,1.6667,0.2148,9,2,92
Gujarat,RAJKOT,2007,Rabi,Wheat,90900.0,342400.0,3.7668,0.7445,9,2,119
Gujarat,RAJKOT,2007,Summer,Bajra,400.0,800.0,2.0,0.3533,9,3,6
Gujarat,RAJKOT,2007,Summer,Groundnut,5100.0,8800.0,1.7255,0.7346,9,3,43
Gujarat,RAJKOT,2007,Whole Year,Dry chillies,600.0,700.0,1.1667,0.6496,9,4,37
Gujarat,RAJKOT,2007,Whole Year,Garlic,10900.0,78800.0,7.2294,0.9944,9,4,39
Gujarat,RAJKOT,2007,Whole Year,Onion,6900.0,223400.0,32.3768,0.9749,9,4,67
Gujarat,RAJKOT,2007,Whole Year,Sugarcane,200.0,18000.0,90.0,0.3108,9,4,106
Gujarat,RAJKOT,2008,Kharif,Arhar/Tur,600.0,600.0,1.0,0.3701,9,1,3
Gujarat,RAJKOT,2008,Kharif,Bajra,12900.0,12700.0,0.9845,0.737,9,1,6
Gujarat,RAJKOT,2008,Kharif,Castor seed,4600.0,10700.0,2.3261,0.8869,9,1,25
Gujarat,RAJKOT,2008,Kharif,Cotton(lint),245000.0,1122600.0,4.582,0.9703,9,1,33
Gujarat,RAJKOT,2008,Kharif,Groundnut,382600.0,368100.0,0.9621,0.9946,9,1,43
Gujarat,RAJKOT,2008,Kharif,Jowar,2800.0,3500.0,1.25,0.5237,9,1,48
Gujarat,RAJKOT,2008,Kharif,Maize,800.0,1100.0,1.375,0.425,9,1,59
Gujarat,RAJKOT,2008,Kharif,Moong(Green Gram),2800.0,1200.0,0.4286,0.7672,9,1,63
Gujarat,RAJKOT,2008,Kharif,Moth,600.0,100.0,0.1667,0.5954,9,1,64
Gujarat,RAJKOT,2008,Kharif,Other Kharif pulses,1000.0,600.0,0.6,0.6137,9,1,74
Gujarat,RAJKOT,2008,Kharif,Sesamum,16600.0,5600.0,0.3373,0.9541,9,1,102
Gujarat,RAJKOT,2008,Kharif,Urad,2300.0,1400.0,0.6087,0.6637,9,1,116
Gujarat,RAJKOT,2008,Rabi,Gram,7700.0,14400.0,1.8701,0.6863,9,2,41
Gujarat,RAJKOT,2008,Rabi,Jowar,200.0,200.0,1.0,0.2387,9,2,48
Gujarat,RAJKOT,2008,Rabi,Onion,5800.0,161200.0,27.7931,0.9704,9,2,67
Gujarat,RAJKOT,2008,Rabi,Rapeseed &Mustard,200.0,200.0,1.0,0.1722,9,2,92
Gujarat,RAJKOT,2008,Rabi,Wheat,97000.0,317800.0,3.2763,0.7694,9,2,119
Gujarat,RAJKOT,2008,Summer,Bajra,400.0,900.0,2.25,0.3533,9,3,6
Gujarat,RAJKOT,2008,Summer,Groundnut,4200.0,7800.0,1.8571,0.7083,9,3,43
Gujarat,RAJKOT,2008,Whole Year,Dry chillies,100.0,100.0,1.0,0.2813,9,4,37
Gujarat,RAJKOT,2008,Whole Year,Garlic,9500.0,63300.0,6.6632,0.9921,9,4,39
Gujarat,RAJKOT,2008,Whole Year,Guar seed,400.0,100.0,0.25,0.5863,9,4,44
Gujarat,RAJKOT,2008,Whole Year,Sugarcane,200.0,17000.0,85.0,0.3108,9,4,106
Gujarat,RAJKOT,2009,Kharif,Arhar/Tur,600.0,500.0,0.8333,0.3701,9,1,3
Gujarat,RAJKOT,2009,Kharif,Bajra,17500.0,19300.0,1.1029,0.7758,9,1,6
Gujarat,RAJKOT,2009,Kharif,Castor seed,14800.0,54700.0,3.6959,0.9375,9,1,25
Gujarat,RAJKOT,2009,Kharif,Cotton(lint),287200.0,1265600.0,4.4067,0.9785,9,1,33
Gujarat,RAJKOT,2009,Kharif,Groundnut,366500.0,98600.0,0.269,0.9936,9,1,43
Gujarat,RAJKOT,2009,Kharif,Jowar,3100.0,3100.0,1.0,0.5389,9,1,48
Gujarat,RAJKOT,2009,Kharif,Maize,900.0,900.0,1.0,0.442,9,1,59
Gujarat,RAJKOT,2009,Kharif,Moong(Green Gram),6400.0,2000.0,0.3125,0.8531,9,1,63
Gujarat,RAJKOT,2009,Kharif,Moth,1000.0,300.0,0.3,0.6559,9,1,64
Gujarat,RAJKOT,2009,Kharif,Other Kharif pulses,1000.0,700.0,0.7,0.6137,9,1,74
Gujarat,RAJKOT,2009,Kharif,Sesamum,19700.0,8000.0,0.4061,0.9632,9,1,102
Gujarat,RAJKOT,2009,Kharif,Urad,5400.0,3100.0,0.5741,0.8053,9,1,116
Gujarat,RAJKOT,2009,Rabi,Gram,4900.0,6900.0,1.4082,0.6304,9,2,41
Gujarat,RAJKOT,2009,Rabi,Jowar,300.0,300.0,1.0,0.2719,9,2,48
Gujarat,RAJKOT,2009,Rabi,Onion,3100.0,95700.0,30.871,0.9429,9,2,67
Gujarat,RAJKOT,2009,Rabi,Rapeseed &Mustard,100.0,100.0,1.0,0.1147,9,2,92
Gujarat,RAJKOT,2009,Rabi,Wheat,40600.0,154200.0,3.798,0.5241,9,2,119
Gujarat,RAJKOT,2009,Summer,Bajra,400.0,800.0,2.0,0.3533,9,3,6
Gujarat,RAJKOT,2009,Summer,Groundnut,900.0,1700.0,1.8889,0.4991,9,3,43
Gujarat,RAJKOT,2009,Whole Year,Dry chillies,100.0,100.0,1.0,0.2813,9,4,37
Gujarat,RAJKOT,2009,Whole Year,Garlic,4800.0,31800.0,6.625,0.9673,9,4,39
Gujarat,RAJKOT,2009,Whole Year,Sugarcane,200.0,14000.0,70.0,0.3108,9,4,106
Gujarat,RAJKOT,2010,Kharif,Arhar/Tur,1000.0,1000.0,1.0,0.4573,9,1,3
Gujarat,RAJKOT,2010,Kharif,Bajra,6800.0,8700.0,1.2794,0.6558,9,1,6
Gujarat,RAJKOT,2010,Kharif,Castor seed,12900.0,22400.0,1.7364,0.9312,9,1,25
Gujarat,RAJKOT,2010,Kharif,Cotton(lint),356900.0,1657900.0,4.6453,0.9874,9,1,33
Gujarat,RAJKOT,2010,Kharif,Groundnut,306200.0,624300.0,2.0389,0.9927,9,1,43
Gujarat,RAJKOT,2010,Kharif,Jowar,2200.0,2300.0,1.0455,0.4897,9,1,48
Gujarat,RAJKOT,2010,Kharif,Maize,6000.0,9700.0,1.6167,0.7239,9,1,59
Gujarat,RAJKOT,2010,Kharif,Moong(Green Gram),5400.0,2100.0,0.3889,0.8369,9,1,63
Gujarat,RAJKOT,2010,Kharif,Moth,900.0,600.0,0.6667,0.6406,9,1,64
Gujarat,RAJKOT,2010,Kharif,Other Kharif pulses,1900.0,1000.0,0.5263,0.7391,9,1,74
Gujarat,RAJKOT,2010,Kharif,other oilseeds,600.0,200.0,0.3333,0.6515,9,1,123
Gujarat,RAJKOT,2010,Kharif,Sesamum,19600.0,4300.0,0.2194,0.9627,9,1,102
Gujarat,RAJKOT,2010,Kharif,Urad,5300.0,3300.0,0.6226,0.8024,9,1,116
Gujarat,RAJKOT,2010,Rabi,Gram,8800.0,12100.0,1.375,0.6995,9,2,41
Gujarat,RAJKOT,2010,Rabi,Rapeseed &Mustard,500.0,700.0,1.4,0.2806,9,2,92
Gujarat,RAJKOT,2010,Rabi,Wheat,170200.0,678300.0,3.9853,0.9127,9,2,119
Gujarat,RAJKOT,2010,Summer,Bajra,1000.0,2600.0,2.6,0.4504,9,3,6
Gujarat,RAJKOT,2010,Summer,Groundnut,15000.0,26700.0,1.78,0.8587,9,3,43
Gujarat,RAJKOT,2010,Summer,Moong(Green Gram),700.0,400.0,0.5714,0.5934,9,3,63
Gujarat,RAJKOT,2010,Summer,Sesamum,9700.0,4700.0,0.4845,0.9216,9,3,102
Gujarat,RAJKOT,2010,Summer,Urad,100.0,100.0,1.0,0.2163,9,3,116
Gujarat,RAJKOT,2010,Whole Year,Garlic,8900.0,56200.0,6.3146,0.9901,9,4,39
Gujarat,RAJKOT,2010,Whole Year,Onion,8600.0,249800.0,29.0465,0.9822,9,4,67
Gujarat,RAJKOT,2010,Whole Year,Sugarcane,200.0,14000.0,70.0,0.3108,9,4,106
Gujarat,RAJKOT,2011,Kharif,Arhar/Tur,900.0,1000.0,1.1111,0.4381,9,1,3
Gujarat,RAJKOT,2011,Kharif,Bajra,4700.0,6000.0,1.2766,0.6138,9,1,6
Gujarat,RAJKOT,2011,Kharif,Castor seed,16000.0,46200.0,2.8875,0.9416,9,1,25
Gujarat,RAJKOT,2011,Kharif,Cotton(lint),387100.0,1823100.0,4.7096,0.9909,9,1,33
Gujarat,RAJKOT,2011,Kharif,Groundnut,272600.0,366800.0,1.3456,0.9918,9,1,43
Gujarat,RAJKOT,2011,Kharif,Jowar,100.0,100.0,1.0,0.1778,9,1,48
Gujarat,RAJKOT,2011,Kharif,Moong(Green Gram),4700.0,2800.0,0.5957,0.8245,9,1,63
Gujarat,RAJKOT,2011,Kharif,Moth,400.0,300.0,0.75,0.5375,9,1,64
Gujarat,RAJKOT,2011,Kharif,Other Kharif pulses,500.0,200.0,0.4,0.4863,9,1,74
Gujarat,RAJKOT,2011,Kharif,Sesamum,24200.0,4900.0,0.2025,0.9707,9,1,102
